1,10.9079,8.1568e+06
2,8.90362,7.63387e+06
3,11.6825,7.40497e+06
4,8.95326,7.28658e+06
5,11.7703,7.21402e+06
6,10.4895,7.16567e+06
7,9.3769,7.12771e+06
8,9.89597,7.09984e+06
9,10.042,7.07874e+06
10,9.11046,7.06097e+06
11,9.68954,7.04489e+06
12,10.6864,7.03095e+06
13,12.9105,7.01944e+06
14,15.7722,7.01207e+06
15,17.6407,7.00145e+06
16,15.2587,6.9933e+06
17,15.5491,6.98974e+06
18,17.8875,6.98589e+06
19,20.9078,6.98411e+06
20,20.7239,6.98043e+06
21,22.6855,6.9734e+06
22,22.9779,6.97104e+06
23,29.3194,6.9716e+06
24,31.1907,6.97095e+06
25,29.3759,6.96243e+06
26,31.3644,6.96088e+06
27,35.2551,6.95591e+06
28,37.4812,6.95784e+06
29,38.9252,6.95496e+06
30,41.3275,6.95791e+06
31,41.5055,6.95234e+06
32,41.7162,6.95014e+06
33,43.6292,6.94846e+06
34,43.3499,6.94664e+06
35,43.1101,6.94638e+06
36,47.1848,6.94662e+06
37,47.2237,6.94315e+06
38,52.2865,6.94415e+06
39,52.3335,6.93886e+06
40,56.5087,6.93747e+06
41,58.002,6.93669e+06
42,58.0552,6.93558e+06
43,64.8263,6.93573e+06
44,65.6623,6.93553e+06
45,66.8487,6.93371e+06
46,66.1143,6.92767e+06
47,72.3191,6.93241e+06
48,75.8672,6.93953e+06
49,75.8174,6.93428e+06
50,78.8262,6.93486e+06
51,82.8756,6.92939e+06
52,83.9585,6.92584e+06
53,86.0414,6.92857e+06
54,86.5597,6.92247e+06
55,86.1191,6.9217e+06
56,91.7221,6.91741e+06
57,90.1028,6.91545e+06
58,92.0324,6.91418e+06
59,92.4349,6.90979e+06
60,106.78,6.91653e+06
61,104.506,6.91229e+06
62,104.282,6.9094e+06
63,109.852,6.90828e+06
64,105.655,6.90424e+06
65,105.971,6.9042e+06
66,107.917,6.90497e+06
67,114.16,6.90697e+06
68,118.913,6.90885e+06
69,121.615,6.90469e+06
70,126.756,6.90574e+06
71,126.033,6.90678e+06
72,126.657,6.90118e+06
73,128.393,6.90157e+06
74,132.588,6.90297e+06
75,137.767,6.90408e+06
76,137.145,6.89852e+06
77,137.036,6.90133e+06
78,141.34,6.90127e+06
79,140.603,6.89814e+06
80,141.081,6.89406e+06
81,144.206,6.8975e+06
82,146.133,6.90359e+06
83,147.826,6.90231e+06
84,151.554,6.90473e+06
85,157.787,6.91024e+06
86,155.972,6.90465e+06
87,164.447,6.90684e+06
88,170.17,6.91141e+06
89,172.926,6.91241e+06
90,172.808,6.91185e+06
91,175.583,6.90711e+06
92,172.921,6.90491e+06
93,175.971,6.90295e+06
94,175.73,6.90442e+06
95,178.178,6.90804e+06
96,181.405,6.90882e+06
97,189.319,6.90856e+06
98,189.565,6.91343e+06
99,195.76,6.91915e+06
100,193.954,6.91806e+06
