1,5.22249,8.42102
2,15.9963,30.4418
3,16,31.6718
4,16,31.6718
5,16,31.6718
6,16,31.6718
7,16,31.6718
8,16,31.6718
9,16,31.6718
10,16,31.6718
11,16,31.6718
12,16,31.6718
13,16,31.6718
14,16,31.6718
15,16,31.6718
16,16,31.6718
17,16,31.6718
18,16,31.6718
19,16,31.6718
20,16,31.6718
21,16,31.6718
22,16,31.6718
23,16,31.6718
24,16,31.6718
25,16,31.6718
26,16,31.6718
27,16,31.6718
28,16,31.6718
29,16,31.6718
30,16,31.6718
31,16,31.6718
32,16,31.6718
33,16,31.6718
34,16,31.6718
35,16,31.6718
36,16,31.6718
37,16,31.6718
38,16,31.6718
39,16,31.6718
40,16,31.6718
41,16,31.6718
42,16,31.6718
43,16,31.6718
44,16,31.6718
45,16,31.6718
46,16,31.6718
47,16,31.6718
48,16,31.6718
49,16,31.6718
50,16,31.6718
51,16,31.6718
52,16,31.6718
53,16,31.6718
54,16,31.6718
55,16,31.6718
56,16,31.6718
57,16,31.6718
58,16,31.6718
59,16,31.6718
60,16,31.6718
61,16,31.6718
62,16,31.6718
63,16,31.6718
64,16,31.6718
65,16,31.6718
66,16,31.6718
67,16,31.6718
68,16,31.6718
69,16,31.6718
70,16,31.6718
71,16,31.6718
72,16,31.6718
73,16,31.6718
74,16,31.6718
75,16,31.6718
76,16,31.6718
77,16,31.6718
78,16,31.6718
79,16,31.6718
80,16,31.6718
81,16,31.6718
82,16,31.6718
83,16,31.6718
84,16,31.6718
85,16,31.6718
86,16,31.6718
87,16,31.6718
88,16,31.6718
89,16,31.6718
90,16,31.6718
91,16,31.6718
92,16,31.6718
93,16,31.6718
94,16,31.6718
95,16,31.6718
96,16,31.6718
97,16,31.6718
98,16,31.6718
99,16,31.6718
100,16,31.6718
