1,7.1663,8189.05
2,129.889,44373.5
3,467.337,322341
4,715.565,683343
5,842.555,949924
6,903.763,1.11355e+06
7,943.388,1.22357e+06
8,972.72,1.28673e+06
9,987.798,1.32223e+06
10,999.082,1.35609e+06
11,1003.21,1.37624e+06
12,1008.01,1.38882e+06
13,1009.01,1.39498e+06
14,1014.01,1.39969e+06
15,1016.01,1.40469e+06
16,1016.01,1.4049e+06
17,1017.01,1.40727e+06
18,1017.01,1.40868e+06
19,1017.01,1.40868e+06
20,1018.99,1.41065e+06
21,1020.01,1.41164e+06
22,1021.85,1.41219e+06
23,1023.01,1.41328e+06
24,1024.52,1.41522e+06
25,1026.01,1.41628e+06
26,1026.01,1.41628e+06
27,1026.01,1.41628e+06
28,1026.01,1.41634e+06
29,1027.01,1.41682e+06
30,1027.01,1.41682e+06
31,1027.01,1.41682e+06
32,1027.01,1.41682e+06
33,1027.01,1.41682e+06
34,1027.01,1.41682e+06
35,1027.01,1.41682e+06
36,1027.01,1.41682e+06
37,1027.01,1.41682e+06
38,1027.01,1.41682e+06
39,1027.01,1.41682e+06
40,1027.01,1.41682e+06
41,1027.01,1.41682e+06
42,1027.01,1.41682e+06
43,1027.01,1.41682e+06
44,1027.01,1.41682e+06
45,1027.01,1.41682e+06
46,1027.01,1.41682e+06
47,1027.01,1.41682e+06
48,1027.01,1.41682e+06
49,1027.01,1.41682e+06
50,1027.01,1.41682e+06
51,1027.01,1.41682e+06
52,1027.01,1.41682e+06
53,1027.01,1.41682e+06
54,1027.01,1.41682e+06
55,1027.01,1.41682e+06
56,1027.01,1.41682e+06
57,1027.01,1.41682e+06
58,1027.01,1.41682e+06
59,1027.01,1.41682e+06
60,1027.01,1.41682e+06
61,1027.01,1.41682e+06
62,1027.01,1.41682e+06
63,1027.01,1.41682e+06
64,1027.01,1.41682e+06
65,1027.01,1.41682e+06
66,1027.01,1.41682e+06
67,1027.01,1.41682e+06
68,1027.01,1.41682e+06
69,1027.01,1.41682e+06
70,1027.01,1.41682e+06
71,1027.01,1.41682e+06
72,1027.01,1.41682e+06
73,1027.01,1.41682e+06
74,1027.01,1.41682e+06
75,1027.01,1.41682e+06
76,1027.01,1.41682e+06
77,1027.01,1.41682e+06
78,1027.01,1.41682e+06
79,1027.01,1.41682e+06
80,1027.01,1.41682e+06
81,1027.01,1.41682e+06
82,1027.01,1.41682e+06
83,1027.01,1.41682e+06
84,1027.01,1.41682e+06
85,1027.01,1.41682e+06
86,1027.01,1.41682e+06
87,1027.01,1.41682e+06
88,1027.01,1.41682e+06
89,1027.01,1.41682e+06
90,1027.01,1.41682e+06
91,1027.01,1.41682e+06
92,1027.01,1.41682e+06
93,1027.01,1.41682e+06
94,1027.01,1.41682e+06
95,1027.01,1.41682e+06
96,1027.01,1.41682e+06
97,1027.01,1.41682e+06
98,1027.01,1.41682e+06
99,1027.01,1.41682e+06
100,1027.01,1.41682e+06
